1	70.0	69.0	601.0	0.0	674.0	8.0	868.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
2	32.0	28.0	793.0	0.0	860.0	8.0	746.0	0.0	0.0	40.0	0.0	0.0	0.0	50.0
3	14.0	15.0	569.0	0.0	687.0	4.0	860.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
4	26.0	23.0	747.0	0.0	1182.0	8.0	978.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0
5	8.0	8.0	333.0	0.0	553.0	8.0	964.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
6	78.0	75.0	451.0	0.0	465.0	4.0	830.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
7	86.0	83.0	458.0	0.0	246.0	12.0	872.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0
8	70.0	64.0	506.0	0.0	402.0	4.0	880.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
9	166.0	154.0	605.0	0.0	181.0	10.0	898.0	0.0	0.0	31.0	0.0	0.0	0.0	51.0
10	118.0	111.0	515.0	0.0	160.0	8.0	750.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
11	94.0	94.0	631.0	0.0	686.0	2.0	614.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
12	215.0	202.0	1022.0	0.0	660.0	6.0	514.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
13	94.0	90.0	408.0	0.0	328.0	6.0	636.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0
14	124.0	118.0	563.0	0.0	380.0	4.0	572.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0
15	246.0	241.0	1031.0	0.0	670.0	14.0	372.0	0.0	0.0	11.0	0.0	0.0	0.0	50.0
16	104.0	98.0	818.0	0.0	998.0	8.0	650.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0
17	76.0	64.0	601.0	0.0	633.0	2.0	670.0	0.0	0.0	40.0	0.0	0.0	0.0	51.0
18	82.0	79.0	583.0	0.0	545.0	4.0	632.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0
19	122.0	121.0	471.0	0.0	216.0	8.0	618.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
20	32.0	30.0	465.0	0.0	427.0	2.0	648.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
21	44.0	44.0	612.0	0.0	632.0	6.0	602.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0
22	150.0	152.0	908.0	0.0	350.0	6.0	600.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0
23	16.0	17.0	248.0	0.0	328.0	4.0	830.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0
24	82.0	68.0	822.0	0.0	1094.0	10.0	574.0	0.0	0.0	40.0	9.0	1.0	0.0	51.0
25	10.0	10.0	230.0	0.0	374.0	10.0	630.0	0.0	0.0	0.0	2.0	0.0	0.0	48.0
26	8.0	7.0	155.0	0.0	243.0	2.0	570.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
27	40.0	41.0	234.0	0.0	206.0	10.0	616.0	0.0	0.0	0.0	10.0	1.0	0.0	45.0
28	42.0	41.0	226.0	0.0	175.0	8.0	444.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0
29	7.0	3.0	264.0	0.0	459.0	0.0	524.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0
