1	435.0	68.0	6.0	2933.0
2	1614.0	158.0	10.0	2984.0
3	1378.0	252.0	4.0	2745.0
4	539.0	83.0	6.0	1712.0
5	567.0	98.0	4.0	2419.0
6	526.0	92.0	4.0	1763.0
7	741.0	135.0	4.0	2191.0
8	1002.0	170.0	2.0	2153.0
9	726.0	118.0	4.0	2273.0
10	1546.0	247.0	8.0	970.0
11	1383.0	195.0	2.0	1721.0
12	664.0	134.0	2.0	1451.0
13	1273.0	239.0	2.0	1292.0
14	990.0	189.0	2.0	1636.0
15	1155.0	195.0	2.0	521.0
16	821.0	100.0	10.0	1434.0
17	742.0	101.0	0.0	1552.0
18	1097.0	170.0	6.0	625.0
19	457.0	83.0	4.0	1010.0
20	1446.0	232.0	2.0	1068.0
21	564.0	61.0	6.0	1324.0
22	677.0	104.0	6.0	673.0
23	1221.0	208.0	0.0	946.0
24	662.0	101.0	12.0	1409.0
25	2736.0	434.0	2.0	1186.0
26	1378.0	200.0	6.0	1070.0
27	791.0	112.0	4.0	912.0
28	1327.0	112.0	14.0	2416.0
29	1100.0	97.0	4.0	2583.0
30	707.0	125.0	14.0	1443.0
31	1161.0	144.0	6.0	1035.0
32	1313.0	178.0	6.0	1727.0
33	927.0	162.0	0.0	1508.0
34	1252.0	172.0	6.0	1045.0
35	1746.0	289.0	8.0	7301.0
36	1313.0	190.0	10.0	1442.0
37	1171.0	156.0	2.0	1413.0
38	1025.0	141.0	4.0	455.0
39	1997.0	274.0	10.0	1927.0
40	1198.0	178.0	10.0	1826.0
41	1352.0	212.0	2.0	640.0
42	1780.0	255.0	10.0	2331.0
43	1039.0	121.0	2.0	1957.0
44	1751.0	277.0	12.0	1837.0
45	2048.0	270.0	14.0	2355.0
46	1122.0	181.0	2.0	1338.0
47	1257.0	180.0	6.0	1153.0
48	752.0	22.0	8.0	1365.0
49	998.0	159.0	4.0	1377.0
50	1202.0	130.0	12.0	1798.0
51	1427.0	231.0	13.0	1235.0
52	1321.0	157.0	2.0	1320.0
53	1932.0	78.0	4.0	1430.0
54	832.0	105.0	6.0	1373.0
55	1526.0	182.0	0.0	1719.0
56	733.0	87.0	4.0	1054.0
57	1333.0	188.0	2.0	1604.0
58	1282.0	235.0	4.0	1462.0
59	1712.0	221.0	16.0	1086.0
60	1198.0	104.0	8.0	1811.0
61	2758.0	297.0	6.0	3071.0
62	2291.0	299.0	10.0	1429.0
63	1602.0	166.0	6.0	1990.0
64	451.0	69.0	4.0	1109.0
65	1559.0	263.0	6.0	1018.0
66	1426.0	224.0	8.0	909.0
67	1347.0	235.0	6.0	866.0
68	1772.0	282.0	6.0	1367.0
69	1431.0	211.0	2.0	1252.0
70	1117.0	146.0	4.0	822.0
71	1966.0	320.0	4.0	465.0
72	1939.0	295.0	8.0	445.0
73	1245.0	176.0	10.0	568.0
74	1282.0	203.0	0.0	89.0
75	1288.0	167.0	2.0	316.0
76	899.0	139.0	8.0	209.0
77	3083.0	239.0	10.0	639.0
78	781.0	98.0	4.0	439.0
79	1949.0	326.0	10.0	606.0
80	1579.0	219.0	6.0	595.0
81	1060.0	136.0	0.0	644.0
82	1831.0	237.0	4.0	436.0
83	3040.0	328.0	16.0	2493.0
84	695.0	61.0	2.0	689.0
85	2352.0	412.0	6.0	770.0
86	1454.0	149.0	8.0	807.0
87	2337.0	292.0	2.0	1175.0
88	2527.0	384.0	0.0	972.0
89	1239.0	115.0	12.0	1109.0
90	28012.0	18808.0	8.0	1305.0
91	21172.0	16430.0	8.0	1886.0
92	3215.0	316.0	6.0	1780.0
93	2145.0	120.0	8.0	961.0
94	2190.0	146.0	4.0	1252.0
95	1896.0	186.0	2.0	512.0
96	1759.0	138.0	4.0	569.0
97	1714.0	209.0	4.0	300.0
98	2459.0	264.0	2.0	573.0
99	1350.0	129.0	12.0	816.0
100	1805.0	187.0	6.0	1131.0
101	2292.0	128.0	2.0	857.0
102	1003.0	134.0	6.0	189.0
103	1064.0	36.0	2.0	518.0
104	485.0	28.0	30.0	254.0
105	1914.0	240.0	11.0	298.0
106	1400.0	154.0	16.0	657.0
107	2232.0	193.0	2.0	329.0
108	2627.0	469.0	4.0	489.0
109	1642.0	258.0	2.0	331.0
110	400.0	32.0	8.0	523.0
111	1201.0	198.0	6.0	337.0
112	1774.0	246.0	2.0	635.0
113	1528.0	234.0	6.0	332.0
114	1319.0	162.0	6.0	669.0
115	755.0	72.0	2.0	609.0
116	898.0	70.0	6.0	654.0
117	1965.0	280.0	8.0	805.0
118	1167.0	125.0	2.0	826.0
119	1560.0	145.0	6.0	939.0
120	1344.0	153.0	4.0	850.0
