1	16.0	0.0	4.0	128.0
2	638.0	87.0	14.0	382.0
3	769.0	137.0	2.0	166.0
4	210.0	11.0	6.0	518.0
5	1041.0	139.0	6.0	378.0
6	1279.0	185.0	4.0	4479.0
7	1814.0	261.0	4.0	240.0
8	1070.0	128.0	2.0	2056.0
9	805.0	88.0	2.0	895.0
10	638.0	66.0	4.0	283.0
11	812.0	99.0	4.0	213.0
12	882.0	107.0	12.0	344.0
13	712.0	98.0	2.0	53.0
14	510.0	58.0	8.0	122.0
15	1189.0	134.0	4.0	1342.0
16	830.0	99.0	4.0	426.0
17	836.0	88.0	6.0	262.0
18	547.0	64.0	4.0	91.0
19	618.0	70.0	2.0	97.0
20	1206.0	159.0	8.0	492.0
21	961.0	120.0	12.0	148.0
22	1221.0	143.0	6.0	604.0
23	2439.0	364.0	2.0	456.0
24	1332.0	168.0	10.0	377.0
25	865.0	86.0	18.0	462.0
26	1125.0	166.0	6.0	165.0
27	1560.0	247.0	2.0	326.0
28	1349.0	212.0	2.0	222.0
29	1349.0	208.0	2.0	114.0
30	660.0	102.0	2.0	41.0
31	1283.0	125.0	18.0	734.0
32	1396.0	131.0	6.0	2138.0
33	790.0	92.0	8.0	233.0
34	1411.0	136.0	0.0	947.0
35	896.0	115.0	2.0	327.0
36	1133.0	162.0	2.0	275.0
37	1836.0	268.0	16.0	279.0
38	2241.0	369.0	6.0	579.0
39	3989.0	108.0	2.0	205.0
40	1456.0	201.0	6.0	232.0
41	4370.0	161.0	2.0	877.0
42	989.0	124.0	4.0	627.0
43	1499.0	195.0	12.0	217.0
44	2017.0	227.0	14.0	1269.0
45	2014.0	192.0	4.0	282.0
46	2106.0	260.0	6.0	727.0
47	655.0	76.0	4.0	185.0
48	831.0	105.0	0.0	132.0
49	1039.0	142.0	10.0	161.0
50	1185.0	145.0	4.0	433.0
51	820.0	86.0	4.0	547.0
52	1246.0	176.0	2.0	223.0
53	788.0	106.0	2.0	127.0
54	818.0	113.0	2.0	59.0
55	650.0	73.0	10.0	233.0
56	840.0	83.0	4.0	636.0
57	1720.0	212.0	4.0	715.0
58	1635.0	215.0	0.0	557.0
59	2415.0	320.0	10.0	981.0
60	1781.0	239.0	4.0	767.0
61	1398.0	123.0	10.0	811.0
62	1552.0	52.0	10.0	2047.0
63	272.0	24.0	2.0	176.0
64	1767.0	77.0	6.0	2321.0
65	429.0	50.0	6.0	218.0
66	618.0	87.0	4.0	289.0
67	881.0	142.0	4.0	124.0
68	553.0	60.0	10.0	376.0
69	668.0	53.0	4.0	518.0
70	294.0	29.0	6.0	391.0
71	1067.0	135.0	0.0	717.0
72	835.0	63.0	8.0	1057.0
73	1141.0	59.0	2.0	1355.0
74	1723.0	306.0	6.0	140.0
75	510.0	55.0	8.0	166.0
76	900.0	92.0	10.0	753.0
77	909.0	148.0	4.0	255.0
78	591.0	77.0	4.0	207.0
79	359.0	36.0	4.0	254.0
80	257.0	39.0	2.0	121.0
81	726.0	142.0	6.0	104.0
82	305.0	35.0	8.0	191.0
83	627.0	97.0	6.0	231.0
84	125.0	4.0	2.0	122.0
85	315.0	41.0	8.0	195.0
86	255.0	2.0	8.0	396.0
87	190.0	20.0	10.0	236.0
88	366.0	38.0	8.0	252.0
89	389.0	9.0	6.0	598.0
90	203.0	3.0	2.0	355.0
91	167.0	18.0	2.0	170.0
92	230.0	7.0	4.0	357.0
93	321.0	60.0	6.0	62.0
94	801.0	134.0	8.0	316.0
95	275.0	46.0	6.0	110.0
96	650.0	18.0	6.0	895.0
97	785.0	78.0	6.0	600.0
98	715.0	54.0	4.0	779.0
99	422.0	36.0	6.0	471.0
100	1193.0	153.0	8.0	430.0
101	649.0	20.0	16.0	1117.0
102	830.0	71.0	4.0	849.0
103	1056.0	134.0	2.0	750.0
104	1298.0	170.0	0.0	674.0
105	1133.0	137.0	14.0	724.0
106	1547.0	181.0	8.0	940.0
107	990.0	160.0	6.0	429.0
108	889.0	95.0	4.0	758.0
109	737.0	57.0	0.0	779.0
110	1137.0	130.0	8.0	756.0
111	1350.0	185.0	8.0	517.0
112	783.0	66.0	2.0	835.0
113	1403.0	139.0	14.0	1401.0
114	1184.0	142.0	2.0	1046.0
115	1015.0	106.0	6.0	687.0
116	547.0	18.0	2.0	763.0
117	1756.0	202.0	14.0	826.0
118	253.0	10.0	0.0	365.0
119	517.0	32.0	4.0	585.0
120	1218.0	202.0	6.0	461.0
