1	747.0	15.0	974.0
2	1226.0	69.0	1235.0
3	1150.0	12.0	1474.0
4	799.0	29.0	1000.0
5	978.0	107.0	1011.0
6	1554.0	196.0	1207.0
7	2000.0	221.0	1310.0
8	2861.0	255.0	2425.0
9	1728.0	106.0	1830.0
10	4480.0	652.0	1013.0
11	991.0	126.0	801.0
12	1527.0	87.0	1321.0
13	1511.0	146.0	1205.0
14	1325.0	41.0	1811.0
15	1677.0	161.0	1550.0
16	1944.0	141.0	1991.0
17	2598.0	309.0	1680.0
18	1414.0	68.0	1319.0
19	1151.0	43.0	1278.0
20	693.0	62.0	692.0
21	664.0	57.0	687.0
22	1201.0	77.0	1550.0
23	1596.0	104.0	1744.0
24	1601.0	134.0	1332.0
25	2016.0	162.0	1914.0
26	1066.0	111.0	584.0
27	1688.0	205.0	827.0
28	1746.0	211.0	805.0
29	1457.0	124.0	1174.0
30	2855.0	328.0	1849.0
