TCP,HTTP,ARP,OTHER
0.646341871103445,-0.8523394303242449,-1.0874931741571539,1.293490733377954
0.547859439213649,-0.8679308386689578,-1.0431524077138348,1.3632238071691436
1.3867007593287122,-0.7364855703085069,-1.1385140466569477,0.48829885763674236
1.310340721530936,-0.7574476374536208,-1.1586128780556957,0.6057197939783805
1.1993526179207339,-0.8196881702961911,-1.1431401632967118,0.7634757156721691
1.6914042923721284,-0.4957707579980406,-0.8966420514245488,-0.29899148294953903
1.6829946719932172,-0.5297649181648885,-0.9097129352744003,-0.24351681855392834
1.69095513251991,-0.5336901581042905,-0.8837672479632822,-0.2734977264523373
1.6749837784660382,-0.650411925784982,-0.8633699106086506,-0.16120194207240557
1.6448162153127137,-0.5800955952655994,-0.9746575623443549,-0.09006305770275941
1.623561564538612,-0.6428988759371883,-0.9750370421546507,-0.005625646446772737
1.158092193783693,-0.8768911754742256,-1.1024599923235496,0.8212589740140823
1.5973747528986297,-0.6402251814670848,-1.0172945481023423,0.06014497667079747
1.5753754060569556,-0.6675864163352015,-1.0285597373219049,0.12077074760015077
1.379383943901385,0.5211098345489636,-1.0497611461916272,-0.8507326322587215
1.3411285137116427,0.5638263577385959,-1.1382832710719024,-0.7666716003783361
1.5103302058611299,-0.8279304647938449,-0.9738921778305526,0.29149243676326764
1.6663871181637222,-0.6577981600120796,-0.8796807533653984,-0.12890820478624418
1.7014225487764785,-0.5537318235942793,-0.8383688754583722,-0.3093218497238269
1.4132026151392978,-0.8210071715127788,-1.0555244368957724,0.4633289932692533
1.6545220065535926,-0.6882255405412003,-0.8844200268458746,-0.08187643916651766
1.522860722521856,-0.8705512644347575,-0.9220917648268245,0.269782306739726
1.6731673089251378,-0.6085132711385645,-0.895286138564379,-0.16936789922219433
1.7099722300675984,-0.48292938038719857,-0.8256029050318738,-0.40143994464852584
1.5945189602080325,-0.6533967253960495,-1.0126526568852863,0.0715304220733034
1.6517173124607027,-0.5778808303862512,-0.9619601627771133,-0.11187631929733825
1.6386132652116072,-0.6133023145210741,-0.9671747627647812,-0.05813618792575188
1.253750934395372,-0.8838148335836488,-1.0733805601946276,0.7034444593829041
1.5087502255924012,-0.7306629545357677,-1.0550370675356309,0.2769497964789971
1.4138135689853264,-0.814428439345947,-1.0606808178568474,0.46129568821746814
