144	0
117	1
1037	2
0	3
1165	4
26	5
184	6
0	7
0	8
129	9
0	10
0	11
0	12
62	13
t
185	0
132	1
892	2
0	3
695	4
10	5
213	6
9	7
0	8
147	9
0	10
0	11
0	12
84	13
t
288	0
239	1
1509	2
0	3
937	4
12	5
216	6
6	7
0	8
207	9
0	10
0	11
0	12
87	13
t
210	0
157	1
1193	2
0	3
1193	4
18	5
224	6
3	7
0	8
261	9
89	10
34	11
0	12
80	13
t
177	0
132	1
1136	2
0	3
1308	4
18	5
286	6
6	7
0	8
429	9
32	10
20	11
0	12
89	13
t
334	0
290	1
1075	2
0	3
196	4
14	5
160	6
3	7
0	8
115	9
0	10
0	11
0	12
69	13
t
443	0
399	1
1501	2
0	3
357	4
8	5
20	6
3	7
0	8
115	9
32	10
8	11
0	12
69	13
t
453	0
418	1
1703	2
0	3
340	4
8	5
6	6
0	7
0	8
156	9
0	10
0	11
0	12
63	13
t
398	0
355	1
2167	2
0	3
1106	4
18	5
170	6
0	7
0	8
101	9
0	10
0	11
0	12
60	13
t
286	0
246	1
1688	2
0	3
1095	4
10	5
190	6
0	7
0	8
318	9
0	10
0	11
0	12
79	13
t
301	0
268	1
1642	2
0	3
1053	4
6	5
176	6
0	7
0	8
71	9
0	10
0	11
0	12
58	13
t
446	0
424	1
2491	2
0	3
2419	4
22	5
200	6
9	7
0	8
238	9
64	10
20	11
0	12
93	13
t
152	0
123	1
906	2
0	3
720	4
12	5
178	6
6	7
0	8
195	9
0	10
0	11
0	12
66	13
t
256	0
220	1
1908	2
0	3
1948	4
8	5
146	6
6	7
0	8
258	9
0	10
0	11
0	12
72	13
t
508	0
1191	1
2417	2
0	3
545	4
22	5
66	6
0	7
0	8
302	9
0	10
0	11
0	12
64	13
t
250	0
235	1
1300	2
0	3
670	4
16	5
44	6
3	7
0	8
43	9
0	10
0	11
0	12
56	13
t
358	0
350	1
1406	2
0	3
320	4
2	5
24	6
0	7
0	8
90	9
32	10
6	11
0	12
61	13
t
601	0
578	1
2276	2
0	3
764	4
12	5
40	6
0	7
0	8
13	9
0	10
0	11
0	12
53	13
t
474	0
452	1
1983	2
0	3
965	4
16	5
30	6
3	7
0	8
45	9
68	10
21	11
0	12
88	13
t
437	0
427	1
1712	2
0	3
803	4
10	5
100	6
9	7
0	8
210	9
2	10
0	11
0	12
89	13
t
284	0
272	1
1769	2
0	3
1301	4
10	5
20	6
3	7
0	8
15	9
0	10
0	11
0	12
112	13
t
640	0
603	1
2519	2
0	3
545	4
14	5
42	6
0	7
0	8
172	9
0	10
0	11
0	12
56	13
t
311	0
290	1
1891	2
0	3
996	4
4	5
80	6
0	7
0	8
28	9
0	10
0	11
0	12
49	13
t
220	0
210	1
1512	2
0	3
1444	4
12	5
10	6
0	7
0	8
10	9
0	10
0	11
0	12
49	13
t
246	0
239	1
1577	2
0	3
1402	4
12	5
20	6
0	7
0	8
27	9
0	10
0	11
0	12
53	13
t
265	0
246	1
1688	2
0	3
1405	4
14	5
28	6
3	7
0	8
264	9
79	10
34	11
0	12
77	13
t
242	0
226	1
1631	2
0	3
1564	4
14	5
88	6
3	7
0	8
265	9
161	10
126	11
0	12
65	13
t
90	0
70	1
792	2
0	3
796	4
12	5
56	6
3	7
0	8
109	9
6	10
0	11
0	12
61	13
t
276	0
270	1
1414	2
0	3
722	4
4	5
24	6
6	7
0	8
64	9
4	10
1	11
0	12
61	13
t
