1	50.0	44.0	653.0	0.0	521.0	10.0	42.0	8.0	0.0	199.0	0.0	0.0	0.0	181.0
2	148.0	135.0	943.0	0.0	563.0	8.0	60.0	7.0	0.0	287.0	107.0	109.0	0.0	71.0
3	80.0	80.0	990.0	0.0	747.0	22.0	56.0	12.0	0.0	357.0	40.0	10.0	0.0	202.0
4	91.0	85.0	623.0	0.0	488.0	12.0	96.0	8.0	0.0	297.0	0.0	0.0	0.0	78.0
5	174.0	166.0	638.0	0.0	298.0	12.0	192.0	10.0	0.0	356.0	0.0	0.0	0.0	119.0
6	246.0	252.0	1056.0	0.0	669.0	26.0	150.0	0.0	0.0	271.0	0.0	0.0	0.0	72.0
7	280.0	268.0	1452.0	0.0	831.0	14.0	100.0	3.0	0.0	229.0	11.0	1.0	0.0	104.0
8	336.0	312.0	2213.0	0.0	1907.0	12.0	64.0	0.0	0.0	223.0	32.0	10.0	0.0	159.0
9	162.0	157.0	1409.0	0.0	1494.0	16.0	50.0	0.0	0.0	79.0	68.0	39.0	0.0	77.0
10	682.0	661.0	3137.0	0.0	740.0	4.0	16.0	3.0	0.0	162.0	0.0	0.0	0.0	78.0
11	136.0	132.0	723.0	0.0	658.0	10.0	8.0	3.0	0.0	57.0	0.0	0.0	0.0	63.0
12	133.0	119.0	1275.0	0.0	833.0	16.0	46.0	6.0	0.0	166.0	0.0	0.0	0.0	241.0
13	197.0	192.0	1122.0	0.0	552.0	14.0	102.0	0.0	0.0	163.0	0.0	0.0	0.0	363.0
14	96.0	89.0	1140.0	0.0	816.0	14.0	168.0	3.0	0.0	260.0	0.0	0.0	0.0	531.0
15	200.0	187.0	1290.0	0.0	1031.0	10.0	50.0	0.0	0.0	231.0	0.0	0.0	0.0	215.0
16	158.0	154.0	1632.0	0.0	1211.0	4.0	66.0	0.0	0.0	90.0	0.0	0.0	0.0	613.0
17	382.0	379.0	1837.0	0.0	693.0	20.0	110.0	12.0	0.0	488.0	0.0	0.0	0.0	323.0
18	150.0	150.0	1114.0	0.0	733.0	16.0	60.0	0.0	0.0	212.0	129.0	76.0	0.0	62.0
19	140.0	138.0	873.0	0.0	632.0	12.0	34.0	0.0	0.0	182.0	193.0	93.0	0.0	108.0
20	82.0	76.0	535.0	0.0	362.0	12.0	26.0	0.0	0.0	71.0	0.0	0.0	0.0	216.0
21	72.0	67.0	525.0	0.0	463.0	8.0	16.0	0.0	0.0	40.0	0.0	0.0	0.0	157.0
22	102.0	93.0	1006.0	0.0	570.0	14.0	26.0	0.0	0.0	38.0	32.0	17.0	0.0	844.0
23	158.0	146.0	1292.0	0.0	1177.0	16.0	18.0	0.0	0.0	59.0	109.0	166.0	0.0	187.0
24	138.0	137.0	1326.0	0.0	1066.0	4.0	2.0	0.0	0.0	13.0	2.0	0.0	0.0	242.0
25	190.0	182.0	1644.0	0.0	771.0	14.0	44.0	6.0	0.0	159.0	0.0	0.0	0.0	909.0
26	128.0	115.0	823.0	0.0	285.0	10.0	32.0	0.0	0.0	51.0	0.0	0.0	0.0	202.0
27	218.0	210.0	1260.0	0.0	579.0	4.0	40.0	0.0	0.0	24.0	0.0	0.0	0.0	177.0
28	234.0	227.0	1285.0	0.0	417.0	16.0	34.0	0.0	0.0	73.0	0.0	0.0	0.0	260.0
29	138.0	129.0	1190.0	0.0	714.0	8.0	28.0	3.0	0.0	40.0	0.0	0.0	0.0	378.0
30	426.0	414.0	2015.0	0.0	715.0	16.0	114.0	3.0	0.0	281.0	129.0	77.0	0.0	494.0
